Title,Creator,Contributors,TulaneName,FullName,FirstName,LastName,BirthYear,DeathYear,Description,Notes,Date,Language,Identifier,Source,Relation,Coverage-Spatial,Collection,Rights,Publisher,Contact Information,Type,Format,Cataloger,Cataloged Date,Object File Name,Image Resolution (Archival),Image Bit-Depth (Archival),Color Mode (Archival),Extent (Archival),Image Manipulation (Archival),File Size (Archival),Hardware/Software (Archival),Digitized By,Digitized Date,File to Upload,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Location URI
Dominick Barrocca Band,,,"Barrocca, Dominick",Dominick Barrocca,Dominick,Barrocca,,,"Front: Borrocca, bj & p, Tom Maggiore, tp, ts, Raymond Burke, ts, cl, Sam (Sado) Margiotta, cl; Back: Hughie Hardy, bd, Sal Gutierrez, sn d, Tony Fougerat, tp, Paul Crawford, tb; at Louisiana Peace Officer's Convention. Monroe, Louisiana",,1958,,See 'reference url' on navigation bar.,,,Monroe (La.),,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000123,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/97,97,98.jp2,/p16313coll33/image/98.jp2,
Dominick Barrocca Band,,,"Maggiore, Tom",Tom Maggiore,Tom,Maggiore,,,"Front: Borrocca, bj & p, Tom Maggiore, tp, ts, Raymond Burke, ts, cl, Sam (Sado) Margiotta, cl; Back: Hughie Hardy, bd, Sal Gutierrez, sn d, Tony Fougerat, tp, Paul Crawford, tb; at Louisiana Peace Officer's Convention. Monroe, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/97,97,,,
Dominick Barrocca Band,,,"Burke, Raymond, 1904-1986",Raymond Burke,Raymond,Burke,1904,1986,"Front: Borrocca, bj & p, Tom Maggiore, tp, ts, Raymond Burke, ts, cl, Sam (Sado) Margiotta, cl; Back: Hughie Hardy, bd, Sal Gutierrez, sn d, Tony Fougerat, tp, Paul Crawford, tb; at Louisiana Peace Officer's Convention. Monroe, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/97,97,,,
Dominick Barrocca Band,,,"Margiotta, Sam",Sam Margiotta,Sam,Margiotta,,,"Front: Borrocca, bj & p, Tom Maggiore, tp, ts, Raymond Burke, ts, cl, Sam (Sado) Margiotta, cl; Back: Hughie Hardy, bd, Sal Gutierrez, sn d, Tony Fougerat, tp, Paul Crawford, tb; at Louisiana Peace Officer's Convention. Monroe, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/97,97,,,
Dominick Barrocca Band,,,"Hardy, Hughie",Hughie Hardy,Hughie,Hardy,,,"Front: Borrocca, bj & p, Tom Maggiore, tp, ts, Raymond Burke, ts, cl, Sam (Sado) Margiotta, cl; Back: Hughie Hardy, bd, Sal Gutierrez, sn d, Tony Fougerat, tp, Paul Crawford, tb; at Louisiana Peace Officer's Convention. Monroe, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/97,97,,,
Dominick Barrocca Band,,,"Gutierrez, Sal",Sal Gutierrez,Sal,Gutierrez,,,"Front: Borrocca, bj & p, Tom Maggiore, tp, ts, Raymond Burke, ts, cl, Sam (Sado) Margiotta, cl; Back: Hughie Hardy, bd, Sal Gutierrez, sn d, Tony Fougerat, tp, Paul Crawford, tb; at Louisiana Peace Officer's Convention. Monroe, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/97,97,,,
Dominick Barrocca Band,,,"Gougerat, Tony",Tony Gougerat,Tony,Gougerat,,,"Front: Borrocca, bj & p, Tom Maggiore, tp, ts, Raymond Burke, ts, cl, Sam (Sado) Margiotta, cl; Back: Hughie Hardy, bd, Sal Gutierrez, sn d, Tony Fougerat, tp, Paul Crawford, tb; at Louisiana Peace Officer's Convention. Monroe, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/97,97,,,
Dominick Barrocca Band,,,"Crawford, Paul, 1925-1996",Paul Crawford,Paul,Crawford,1925,1996,"Front: Borrocca, bj & p, Tom Maggiore, tp, ts, Raymond Burke, ts, cl, Sam (Sado) Margiotta, cl; Back: Hughie Hardy, bd, Sal Gutierrez, sn d, Tony Fougerat, tp, Paul Crawford, tb; at Louisiana Peace Officer's Convention. Monroe, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/97,97,,,
Dominick Barrocca Band,"Soderberg, R.",,"Atkins, Boyd",Boyd Atkins,Boyd,Atkins,,,"2) Boyd Atkins. 6411 South Maryland, Chicago",,1951-01-06,,See 'reference url' on navigation bar.,,,Chicago (Il.),,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000111_2,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/98,98,99.jp2,/p16313coll33/image/99.jp2,http://sws.geonames.org/4887539/
Dominick Barrocca Band,"Ashforth, Alden",,"Martin, Lawrence",Lawrence Martin,Lawrence,Martin,,,"3) Emile Barnes Band with Lawrence Toca Martin, Harrison Brazley, George Guesnon, Albert Glenny and Josiah 'Cie' Frazier",,1951-07,,See 'reference url' on navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000111_3,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/99,99,100.jp2,/p16313coll33/image/100.jp2,
Dominick Barrocca Band,,,"Brazley, Harrison",Harrison Brazley,Harrison,Brazley,,,"3) Emile Barnes Band with Lawrence Toca Martin, Harrison Brazley, George Guesnon, Albert Glenny and Josiah 'Cie' Frazier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/99,99,,,
Dominick Barrocca Band,,,"Guesnon, George",George Guesnon,George,Guesnon,,,"3) Emile Barnes Band with Lawrence Toca Martin, Harrison Brazley, George Guesnon, Albert Glenny and Josiah 'Cie' Frazier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/99,99,,,
Dominick Barrocca Band,,,"Glenny, Albert, 1870-1958",Albert Glenny,Albert,Glenny,1870,1958,"3) Emile Barnes Band with Lawrence Toca Martin, Harrison Brazley, George Guesnon, Albert Glenny and Josiah 'Cie' Frazier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/99,99,,,
Dominick Barrocca Band,,,"Frazier, Cie, 1904-1985",Cie Frazier,Cie,Frazier,1904,1985,"3) Emile Barnes Band with Lawrence Toca Martin, Harrison Brazley, George Guesnon, Albert Glenny and Josiah 'Cie' Frazier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/99,99,,,
Emile Barnes Band (contact),"Soderberg, R.",,"Lindsey, Joe",Joe Lindsey,Joe,Lindsey,,,1) Joe Lindsey. Absinthe House,,1950-06-15,,See 'reference url' on navigation bar.,,,,,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000111_1,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/100,100,101.jp2,/p16313coll33/image/101.jp2,
Emile Barnes Band (contact),"Russell, William",,"Pierce, Billie, 1907-1974",Billie Pierce,Billie,Pierce,1907,1974,"2) Emile Barnes Band with Billie & DeDe Pierce and Albert GlennyKilensky's Studio, St. Charles Avenue",,1951-08,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000110_2,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/101,101,102.jp2,/p16313coll33/image/102.jp2,http://sws.geonames.org/4335053/
Emile Barnes Band (contact),,,"Pierce, Dede, 1904-1973",Dede Pierce,Dede,Pierce,1904,1973,"2) Emile Barnes Band with Billie & DeDe Pierce and Albert GlennyKilensky's Studio, St. Charles Avenue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/101,101,,,
Emile Barnes Band (contact),,,"Glenny, Albert, 1870-1958",Albert Glenny,Albert,Glenny,1870,1958,"2) Emile Barnes Band with Billie & DeDe Pierce and Albert GlennyKilensky's Studio, St. Charles Avenue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/101,101,,,
Emile Barnes Band (contact),"Russell, William",,"Martin, Lawrence",Lawrence Martin,Lawrence,Martin,,,"3) Lawrence Toca Martin, at club. Washington & Derbigny",,1951-08,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000110_3,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/102,102,103.jp2,/p16313coll33/image/103.jp2,http://sws.geonames.org/4335053/
Emile Barnes Band (contact),"Ashforth, Alden",,"Burbank, Albert, 1902-1976",Albert Burbank,Albert,Burbank,1902,1976,"4) Emile Barnes Band with Albert Burbank, Abby Williams, Dick Allen. Washington Avenue, near So. Claiborne",,1951,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000111_4,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/103,103,104.jp2,/p16313coll33/image/104.jp2,http://sws.geonames.org/4335053/
Emile Barnes Band (contact),,,"Williams, Abby",Abby Williams,Abby,Williams,,,"4) Emile Barnes Band with Albert Burbank, Abby Williams, Dick Allen. Washington Avenue, near So. Claiborne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/103,103,,,
Emile Barnes Band (contact),,,"Allen, Dick",Dick Allen,Dick,Allen,,,"4) Emile Barnes Band with Albert Burbank, Abby Williams, Dick Allen. Washington Avenue, near So. Claiborne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/103,103,,,
Sweet Emma Barrett,"Mars, Florence",,"Frazier, Cie, 1904-1985",Cie Frazier,Cie,Frazier,1904,1985,"Barrett, Sweet Emma and her Band; Josiah 'Cie' Frazier, d, Jim Robinson, tb, Percy Humphrey, tp, George Guesnon, bj, Ricard Alexis, b, Andrew Morgan, cl & ts; during Krewe of Wrecks Mardi Gras party. Lauralee Guest House, St. Charles Avenue, New Orleans",,1960-03-01,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Not to be reproduced without permission,,raeburn@tulane.edu,,,EC,03/20/13,OPH000116,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/104,104,105.jp2,/p16313coll33/image/105.jp2,http://sws.geonames.org/4335053/
Sweet Emma Barrett,,,"Robinson, Jim, 1892-1976",Jim Robinson,Jim,Robinson,1892,1976,"Barrett, Sweet Emma and her Band; Josiah 'Cie' Frazier, d, Jim Robinson, tb, Percy Humphrey, tp, George Guesnon, bj, Ricard Alexis, b, Andrew Morgan, cl & ts; during Krewe of Wrecks Mardi Gras party. Lauralee Guest House, St. Charles Avenue, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/104,104,,,
Sweet Emma Barrett,,,"Humphrey, Percy, 1905-1995",Percy Humphrey,Percy,Humphrey,1905,1995,"Barrett, Sweet Emma and her Band; Josiah 'Cie' Frazier, d, Jim Robinson, tb, Percy Humphrey, tp, George Guesnon, bj, Ricard Alexis, b, Andrew Morgan, cl & ts; during Krewe of Wrecks Mardi Gras party. Lauralee Guest House, St. Charles Avenue, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/104,104,,,
Sweet Emma Barrett,,,"Guesnon, George",George Guesnon,George,Guesnon,,,"Barrett, Sweet Emma and her Band; Josiah 'Cie' Frazier, d, Jim Robinson, tb, Percy Humphrey, tp, George Guesnon, bj, Ricard Alexis, b, Andrew Morgan, cl & ts; during Krewe of Wrecks Mardi Gras party. Lauralee Guest House, St. Charles Avenue, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/104,104,,,
Sweet Emma Barrett,,,"Alexis, Ricard, 1861-1960",Ricard Alexis,Ricard,Alexis,1861,1960,"Barrett, Sweet Emma and her Band; Josiah 'Cie' Frazier, d, Jim Robinson, tb, Percy Humphrey, tp, George Guesnon, bj, Ricard Alexis, b, Andrew Morgan, cl & ts; during Krewe of Wrecks Mardi Gras party. Lauralee Guest House, St. Charles Avenue, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/104,104,,,
Sweet Emma Barrett,,,"Morgan, Andrew, 1901-1972",Andrew Morgan,Andrew,Morgan,1901,1972,"Barrett, Sweet Emma and her Band; Josiah 'Cie' Frazier, d, Jim Robinson, tb, Percy Humphrey, tp, George Guesnon, bj, Ricard Alexis, b, Andrew Morgan, cl & ts; during Krewe of Wrecks Mardi Gras party. Lauralee Guest House, St. Charles Avenue, New Orleans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/104,104,,,
Paul Barbarin with his Onward Brass Band,"Casimir, Mike",,"Cagnolatti, Ernie, 1911-1983",Ernie Cagnolatti,Ernie,Cagnolatti,1911,1983,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,1962-11,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000096,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,106.jp2,/p16313coll33/image/106.jp2,http://sws.geonames.org/4335053/
Paul Barbarin with his Onward Brass Band,,,"Barbarin, Louis, 1902-1997",Louis Barbarin,Louis,Barbarin,1902,1997,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,,,
Paul Barbarin with his Onward Brass Band,,,"Walters, Albert, 1905-1980",Albert Walters,Albert,Walters,1905,1980,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,,,
Paul Barbarin with his Onward Brass Band,,,"Howard, Kid, 1908-1966",Kid Howard,Kid,Howard,1908,1966,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,,,
Paul Barbarin with his Onward Brass Band,,,"Nelson, Louis, 1902-1990",Louis Nelson,Louis,Nelson,1902,1990,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,,,
Paul Barbarin with his Onward Brass Band,,,"Greene, Jerry",Jerry Greene,Jerry,Greene,,,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,,,
Paul Barbarin with his Onward Brass Band,,,"Barbarin, Paul, 1899-1969",Paul Barbarin,Paul,Barbarin,1899,1969,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,,,
Paul Barbarin with his Onward Brass Band,,,"Quezerque, Wardell",Wardell Quezerque,Wardell,Quezerque,,,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,,,
Paul Barbarin with his Onward Brass Band,,,"Cottrell, Louis",Louis Cottrell,Louis,Cottrell,,,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,,,
Paul Barbarin with his Onward Brass Band,,,"Willis, Jack",Jack Willis,Jack,Willis,,,"Ernie Cagnolatti, Louis Barbarin, Albert Walters, Kid Howard, Louis Nelson, Jery Greene, Paul Barbarin, Wardell Quezerque, Louis Cottrell, Jack Willis; at Tulane Derby Day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/105,105,,,
Sweet Emma Barrett,"Mars, Florence",,"Barrett, Emma, 1897-1983",Emma Barrett,Emma,Barrett,1897,1983,"Barrett, Sweet Emma during Krewe of Wrecks Mardi Gras party. Lauralee Guest House, St. Charles Avenue, New Orleans",,1960-03-01,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000115,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/106,106,107.jp2,/p16313coll33/image/107.jp2,http://sws.geonames.org/4335053/
Paul Barnes,"Mars, Florence",,"Barnes, Paul, 1901-1981",Paul Barnes,Paul,Barnes,1901,1981,"Barnes, Paul, cl, with Ernie Cagnolatti, tp; during weekend engagement. Harmony Inn, Piety & Claiborne Streets",,1959-11,,See 'reference url' on navigation bar.,,,New Orleans (La.),,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000112,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/107,107,108.jp2,/p16313coll33/image/108.jp2,http://sws.geonames.org/4335053/
Paul Barnes,,,"Cagnolatti, Ernie, 1911-1983",Ernie Cagnolatti,Ernie,Cagnolatti,1911,1983,"Barnes, Paul, cl, with Ernie Cagnolatti, tp; during weekend engagement. Harmony Inn, Piety & Claiborne Streets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/107,107,,,
Paul Barnes,"Mars, Florence",,"Barnes, Paul, 1901-1981",Paul Barnes,Paul,Barnes,1901,1981,"Barnes, Paul, cl, with Ernie Cagnolatti, tp, Sammy Penn, d, James 'Sing' Miller, [p], holding sax; playing weekends for dancing. Harmony Inn, Piety & Claiborne Streets",,1959-11,,See 'reference url' on navigation bar.,,,New Orleans (La.),,May not be reproduced without permission,,raeburn@tulane.edu,,,EC,03/20/13,OPH000113,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/108,108,109.jp2,/p16313coll33/image/109.jp2,http://sws.geonames.org/4335053/
Paul Barnes,,,"Cagnolatti, Ernie, 1911-1983",Ernie Cagnolatti,Ernie,Cagnolatti,1911,1983,"Barnes, Paul, cl, with Ernie Cagnolatti, tp, Sammy Penn, d, James 'Sing' Miller, [p], holding sax; playing weekends for dancing. Harmony Inn, Piety & Claiborne Streets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/108,108,,,
Paul Barnes,,,"Penn, Sammy, 1902-1969",Sammy Penn,Sammy,Penn,1902,1969,"Barnes, Paul, cl, with Ernie Cagnolatti, tp, Sammy Penn, d, James 'Sing' Miller, [p], holding sax; playing weekends for dancing. Harmony Inn, Piety & Claiborne Streets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/108,108,,,
Paul Barnes,,,"Miller, James, 1914-",James Miller,James,Miller,1914,,"Barnes, Paul, cl, with Ernie Cagnolatti, tp, Sammy Penn, d, James 'Sing' Miller, [p], holding sax; playing weekends for dancing. Harmony Inn, Piety & Claiborne Streets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/108,108,,,
Paul Barbarin,"Daguerre Photographers, Chicago",,"Fihle, George",George Fihle,George,Fihle,,,"publicity 1926 photo showing King Oliver's Dixie Syncopators with, l-r: George Fihle, tb, King Oliver, co, Bob Shoffner, co, Bert Cobb, tou, Bud Scott, bj, Paul Barbarin, d, Darnell Howard, Albert Nicholas, Barney Bigard, reeds, and Luis Russell, p",,1926,,See 'reference url' on navigation bar.,"Gift of Paul Barbarin to William Russell, 1956-'67",,,,Copyright is retained in accordance with U. S. copyright laws.,,raeburn@tulane.edu,,,EC,03/20/13,OPH000101,,,,,,,,,,,,03/27/13,03/27/13,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/110,110,111.jp2,/p16313coll33/image/111.jp2,
Paul Barbarin,,,"Oliver, King, 1885-1938",King Oliver,King,Oliver,1885,1938,"publicity 1926 photo showing King Oliver's Dixie Syncopators with, l-r: George Fihle, tb, King Oliver, co, Bob Shoffner, co, Bert Cobb, tou, Bud Scott, bj, Paul Barbarin, d, Darnell Howard, Albert Nicholas, Barney Bigard, reeds, and Luis Russell, p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/110,110,,,
Paul Barbarin,,,"Shoffner, Bob",Bob Shoffner,Bob,Shoffner,,,"publicity 1926 photo showing King Oliver's Dixie Syncopators with, l-r: George Fihle, tb, King Oliver, co, Bob Shoffner, co, Bert Cobb, tou, Bud Scott, bj, Paul Barbarin, d, Darnell Howard, Albert Nicholas, Barney Bigard, reeds, and Luis Russell, p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/110,110,,,
Paul Barbarin,,,"Cobb, Bert",Bert Cobb,Bert,Cobb,,,"publicity 1926 photo showing King Oliver's Dixie Syncopators with, l-r: George Fihle, tb, King Oliver, co, Bob Shoffner, co, Bert Cobb, tou, Bud Scott, bj, Paul Barbarin, d, Darnell Howard, Albert Nicholas, Barney Bigard, reeds, and Luis Russell, p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/110,110,,,
Paul Barbarin,,,"Scott, Bud, 1890-1949",Bud Scott,Bud,Scott,1890,1949,"publicity 1926 photo showing King Oliver's Dixie Syncopators with, l-r: George Fihle, tb, King Oliver, co, Bob Shoffner, co, Bert Cobb, tou, Bud Scott, bj, Paul Barbarin, d, Darnell Howard, Albert Nicholas, Barney Bigard, reeds, and Luis Russell, p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll33/id/110,110,,,
